,e.ap.1,e.ap.2,e.b.1,e.b.2,e.p.ap.1,e.p.ap.2,e.p.b.1,e.p.b.1.rep,e.p.b.2,e.p.b.2.rep,e.p.pr.l.1,e.p.pr.l.2,e.pr.l.1,e.pr.l.2,pname,gene
Q8K3J1,22140000,75747000,69421000,72966000,108720000,85832000,107460000,111250000,105020000,70853000,104190000,99838000,69197000,75283000,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",Ndufs8
Q91YT0,158640000,153030000,183370000,169230000,199030000,188600000,215650000,218570000,179240000,167010000,200980000,195110000,161640000,155260000,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Ndufv1
Q9D6J6,74081000,136020000,132550000,136710000,170660000,148670000,163780000,175030000,145480000,118890000,144170000,120720000,104750000,102550000,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Ndufv2
Q8BK30,23271699.85,7027764.683,11489347.7,10307314.45,3516440.358,7960031.025,8313777.503,6153061.614,1,13780213.99,7619361.859,6327860.623,10140629.15,7172008.694,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",Ndufv3
Q9DC07,1,1,82556689.87,83922902.86,1,5055094.908,80446773.79,82439713.31,47143741.85,50601980.25,1,4301956.807,39646.59841,1,LIM zinc-binding domain-containing Nebulette,Nebl
Q9CR95,1,1,1,1,1,1,1,1,1,1,16724310.14,5038925.933,7035939.538,15570574.45,Adaptin ear-binding coat-associated protein 1,Necap1
Q9D1J1,27469000,33554000,27883000,28522000,30072000,26564000,26949000,38542000,30310000,31324000,27344000,25490000,19807000,23994000,Adaptin ear-binding coat-associated protein 2,Necap2
P46935,76236000,167940000,449960000,429910000,182230000,171150000,444700000,445920000,346790000,390760000,75718000,83896000,130940000,133470000,E3 ubiquitin-protein ligase NEDD4,Nedd4
Q8CFI0,7803135.466,1065671.461,20037300.1,17767412.07,9969722.663,10905082.04,19292161.25,18172169.74,20900571.71,13770658.99,6357464.924,2786734.707,1744364.944,1709248.974,E3 ubiquitin-protein ligase NEDD4-like,Nedd4l
P29595,41221000,57094000,45288000,45588000,64888000,56878000,60444000,71203000,54525000,42637000,97016000,62201000,56691000,94142000,NEDD8,Nedd8
P08551,3618033.489,4375154.031,906438.8918,1080213.858,1,1,699338.4313,1375849.445,4221083.537,1,1,1,1,1,Neurofilament light polypeptide,Nefl
P08553;P46660,1,1,1,1,1,1,1,2398586.17,4105624.897,1566637.003,1,1,1,1,Neurofilament medium polypeptide;Alpha-internexin,Nefm;Ina
Q9ES74;Q9ES70,13705000,5555400,29200000,22493000,30183000,11091000,41511000,39872000,47819000,27647000,401920000,401410000,127530000,167390000,Serine/threonine-protein kinase Nek7,Nek7
Q8BG30,41636000,33019000,28268000,20307000,28044000,29495000,27368000,25795000,22312000,18466000,17758000,23015000,22438000,15347000,Negative elongation factor A,Nelfa
Q8C4Y3,18046000,34340000,18444000,24295000,41940000,36616000,25559000,47243000,13291000,22565000,28904000,31514000,19869000,22440000,Negative elongation factor B,Nelfb
Q922L6,7532194.897,22671920.81,14732088.61,10505122.37,34118156.45,31261852.35,11806285.09,29407829.46,25092622.31,12994156.39,26102565.72,22855877.14,15920594.16,13734613.15,Negative elongation factor D,Nelfcd
P19426,25757008.74,13621661.29,6547497.888,1979053.065,10660470.77,21459415.84,17396872.35,15304355.94,3096831.388,7715340.075,18967755.25,10606005.59,10753723.44,6809192.111,Negative elongation factor E,Nelfe
Q8CCP0,6126881.954,2373209.406,650447.9709,1315027.08,4071438.836,3181111.794,2930036.824,1508325.147,2849804.642,5094723.408,6613905.438,4701017.377,4350884.42,5663311.599,Nuclear export mediator factor Nemf,Nemf
Q9CQ45,19285000,22328000,42446000,29294000,26244000,27762000,39688000,32746000,41124000,53839000,20955000,20198000,23573000,21055000,Neudesin,Nenf
Q6P5H2,1,1,4393859.35,6067408.105,99907.22605,482890.8572,2544412.485,1791647.387,1933225.477,759494.7136,1,1,1,1,Nestin,Nes
Q7TPW1,1,1,23067133.78,21303609.11,1,1579395.725,7185874.593,12611836.39,13425600.73,12755281.51,1,1,1,1,Nexilin,Nexn
Q04690,1,1,1593310.377,1255502.111,100424.7246,71887.96304,1242431.408,179393.7898,110118.7345,745735.5206,1,1,1,1,Neurofibromin,Nf1
Q02780,1,1,1,1,2264318.791,1,7754332.509,7362825.608,5371765.978,6034043.13,1,1,1,1,Nuclear factor 1 A-type,Nfia
P97863,174830000,204990000,139050000,131030000,205350000,158080000,188860000,133420000,168070000,185730000,26948000,24627000,34004000,12236000,Nuclear factor 1 B-type,Nfib
P70255,14820519.74,13948287.19,2971093.125,10511087.04,30891665.29,29681942.33,22146038.88,41612048.3,21518026.39,29112159.19,6964505.144,3211054.802,4991133.572,3361842.041,Nuclear factor 1 C-type,Nfic
P70257,50111058.49,34593766.43,72623202.71,90362311.59,60367334.47,53172817.99,92633532.98,99183819.29,65146853.62,79140839.73,2848192.757,2195631.854,590854.1055,797512.7811,Nuclear factor 1 X-type,Nfix
P25799,35579000,59873000,50806000,61986000,28574000,32290000,59305000,53004000,67223000,57230000,24842000,21880000,29172000,25691000,Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit,Nfkb1
Q9WTK5,483196.9643,8831284.069,6445957.516,10169274.95,31739162.97,24942212.27,19723493.99,14472292.61,16012987.13,13091617.34,1,756437.9301,2402485.669,222822.2542,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,Nfkb2
Q6PIJ4,1,1,1,1,796572.8158,1,1,1,1,1,1,1835658.653,1,1,Nuclear factor related to kappa-B-binding protein,Nfrkb
Q9Z1J3,16130732.78,4806164.135,1,338233.2911,14099211.34,4965916.394,1,7431540.951,1,1,7075694.869,6690279.905,8491976.415,7430447.138,"Cysteine desulfurase, mitochondrial",Nfs1
Q9QZ23,15627000,20199000,16903000,19028000,24522000,28593000,32932000,30922000,30641000,19076000,32099000,30911000,24768000,24354000,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",Nfu1
P23708,1,142041441.5,117153569.1,84266175.69,121777166.1,97196352.37,194685570.3,163491096.2,168911548.7,59783056.58,139702765.8,89401748.11,72310375.58,96574846.01,Nuclear transcription factor Y subunit alpha,Nfya
P63139,1,1,39879162.28,58666787.1,65292570.97,6090367.977,49419143.27,75998234.23,38935094.7,43942148.64,35814881.73,27646700.62,37154010.22,47252757.63,Nuclear transcription factor Y subunit beta,Nfyb
P70353,14316000,17975000,11943000,17925000,21903000,14595000,17055000,16365000,20599000,15551000,12927000,9810900,10996000,10562000,Nuclear transcription factor Y subunit gamma,Nfyc
Q9DB96,8342898.042,864905.4031,2887240.431,868650.6749,6908756.056,2422014.402,3136497.135,5699166.39,766433.572,2079485.442,2972810.402,5862606.118,800100.4553,1,Neuroguidin,Ngdn
Q8CHT1,1,1,1,1,56736.59443,1,1,664902.7456,1,1,1673904.81,1624147.565,2112618.662,2223983.605,Ephexin-1,Ngef
Q9JI78,1,5923496.927,2343508.115,4669849.473,1756420.184,2322138.58,2721838.308,420042.3995,8725137.221,2801715.675,5875369.858,11311375.34,15012618.89,19675050.99,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Ngly1
Q8BZW8,1941732.898,1,11444582.59,2128900.176,6496857.185,2842500.871,8658843.69,1042322.935,6063261.373,2536150.51,881215.4134,2502689.843,5320764.832,1124230.025,NHL repeat-containing protein 2,Nhlrc2
Q8CCH2,17103388.24,17317977.81,2763535.87,1,1,5144581.999,1,1,1,1,8830003.442,1,1,1,NHL repeat-containing protein 3,Nhlrc3
Q9CRB2,33806000,89266000,40805000,43121000,84328000,55409000,58947000,61299000,42720000,49866000,39287000,51526000,29476000,39439000,H/ACA ribonucleoprotein complex subunit 2,Nhp2
Q9D0T1,417980000,259500000,151260000,185620000,237700000,275440000,227650000,206770000,218230000,239370000,332190000,233550000,143720000,168130000,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",Nhp2l1
Q8CAF4,308368.5016,1,346951.4414,1,1,622665.5788,460882.2452,808363.5531,799549.9641,886958.3487,1,1,1,1,NHS-like protein 1,Nhsl1
P10493;O88322,1,1,199663310.2,377137545,286169.2153,1,152254017.3,163692100.3,220452860.2,166862065.1,1,2609368.907,2439718.116,1,Nidogen-1,Nid1
Q9EQ80,5633727.748,26844566.77,31341036.36,4269973.147,30862415.37,31654772.68,7684804.248,7350671.874,22204585.74,7796876.033,48787562.14,56000268.59,26559145.22,23879803.46,NIF3-like protein 1,Nif3l1
Q9CXK8,1,4660135.136,6575667.152,11847659.97,37054398.4,23293386.91,44590147.99,59829093.37,1,1,17457933.07,38158856.58,14553915.15,1,60S ribosome subunit biogenesis protein NIP7 homolog,Nip7
Q6KCD5,554145.2593,1883542.733,2082451.094,1594027.549,7447104.58,3731920.267,2913620.429,3495367.182,5660300.397,5170653.769,2679688.742,2164881.127,4354806.238,1318947.668,Nipped-B-like protein,Nipbl
O55125,38367000,102040000,75077000,91085000,137080000,111950000,137310000,154190000,127320000,101610000,94135000,113520000,42375000,57884000,Protein NipSnap homolog 1,Nipsnap1
Q9CQE1,32103279.58,52411209.69,26676730.24,8263502.111,52370106.4,41343036,17026054.95,17966491.16,29264480,23653071.97,67606300.23,68884623.49,49901407.06,30107850.92,Protein NipSnap homolog 3B,Nipsnap3b
Q80TM9,25625000,26514000,27712000,24433000,27867000,19452000,25999000,32703000,36192000,14755000,40025000,47426000,28346000,32950000,Nischarin,Nisch
Q8VDK1,25772000,19627000,18243000,23730000,16087000,16654000,22053000,18071000,23838000,20352000,28383000,24828000,35313000,28406000,Nitrilase homolog 1,Nit1
Q9JHW2,169490000,192150000,130630000,160550000,177120000,168060000,151720000,178500000,187530000,123810000,84717000,79721000,60094000,68398000,Omega-amidase NIT2,Nit2
Q8VEJ4,1,1,922827.2895,1,2817367.275,1,867944.4657,7755952.161,7917869.074,1,540703.0222,1823428.25,1,1,Notchless protein homolog 1,Nle1
Q91YP2,46363000,52387000,36122000,31359000,55583000,55183000,45093000,35878000,46395000,35787000,51600000,50026000,37023000,32969000,"Neurolysin, mitochondrial",Nln
Q3TL44,16728873.52,12615653.49,3155831.092,6586943.01,17097703.12,10590334.35,9598762.782,2228246.912,8852128.264,5947220.074,14138453.08,10903528.85,31742894.65,40020127.57,NLR family member X1,Nlrx1
P15532,658200000,532380000,597650000,625390000,841130000,827190000,654290000,570110000,652500000,711910000,1317600000,1055500000,893020000,987820000,Nucleoside diphosphate kinase A,Nme1
Q01768,161310000,264930000,280600000,250820000,327930000,260210000,266930000,285050000,255240000,286010000,454280000,399580000,394130000,446060000,Nucleoside diphosphate kinase B,Nme2
Q9WV85,41123646.74,31052597.22,24034496.9,1,30080917.52,49612877.51,16528412.86,26641452.6,6668600.301,5876449.41,17818194.33,14061967.96,11461636.35,21056579.96,Nucleoside diphosphate kinase 3,Nme3
Q9QXL8,2035020.255,823913.8517,1,1,686075.6188,2194902.337,1,615025.6906,1690551.428,1388213.394,614687.5843,1126445.053,1038338.47,558856.0444,Nucleoside diphosphate kinase 7,Nme7
O35309,17691000,11550000,4453800,10920000,14813000,14383000,8113700,8349600,13795000,11186000,15042000,11599000,17259000,23870000,N-myc-interactor,Nmi
Q9EPA7,8507204.312,3917741.667,1,1,2388143.452,1159834.985,1990632.756,1,1,1406558.984,597968.1868,539535.4813,1326368.677,553523.1876,Nicotinamide mononucleotide adenylyltransferase 1,Nmnat1
Q8K2T1,18607000,20395000,13914000,14822000,36952000,40295000,22627000,27875000,31525000,22980000,27397000,16686000,24436000,23309000,NmrA-like family domain-containing protein 1,Nmral1
O70310,102130000,117320000,73608000,83097000,170860000,168450000,105380000,121260000,118790000,108180000,1.19E+08,105810000,111570000,112270000,Glycylpeptide N-tetradecanoyltransferase 1,Nmt1
O70311,7268080.806,2381919.431,1,1,8249977.378,18778917.46,2333445.713,1,1,1521919.626,1,6264462.209,2214238.42,2762921.201,Glycylpeptide N-tetradecanoyltransferase 2,Nmt2
Q61941,140780000,110930000,164460000,183940000,121310000,130900000,154570000,168170000,188100000,129550000,107480000,87503000,53685000,51058000,"NAD(P) transhydrogenase, mitochondrial",Nnt
Q9JJF3,9272100,16702000,9112200,9117400,15386000,17001000,16214000,12741000,11229000,25002000,15754000,13803000,11260000,11103000,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,No66
Q8BW10,9306137.667,9600760.269,10848551.52,4187198.138,15563957.32,22792464.92,14936344.42,11910659.42,7019957.143,7933830.963,7392724.776,18607184.98,9944538.264,6481016.308,RNA-binding protein NOB1,Nob1
Q9WV70,11670000,26722000,14184000,12436000,35795000,32214000,27279000,22207000,24351000,20464000,21672000,17001000,13491000,19072000,Nucleolar complex protein 2 homolog,Noc2l
Q8VI84,1,2086867.361,2615920.189,1076172.49,16190205.61,15084232.05,7043599.168,10105362.45,2734929.353,3314181.914,11564550.15,7666715.324,2125575.553,1047655.671,Nucleolar complex protein 3 homolog,Noc3l
Q8BHY2,6887210.397,5213085.578,1,1,23093186.68,17293637.47,6332222.047,14463411.03,11008732.33,7472643.198,15099204.36,11059279.29,3903896.488,7840211.092,Nucleolar complex protein 4 homolog,Noc4l
Q5RJG1,1,2473919.061,1,1,4368063.023,3593780.999,1350908.372,1489627.095,2582450.355,2114902.624,1241427.545,1740211.591,1374026.208,956495.7257,Nucleolar protein 10,Nol10
Q8BJW5,6004711.533,4049072.5,1570818.638,917329.6835,14429960.43,11649779.22,5500200.517,2989912.079,3358352.164,5345255.38,10053417.92,8970126.817,4081966.87,4905316.655,Nucleolar protein 11,Nol11
Q8R5K4,11847000,20205000,14013000,25144000,62588000,42537000,24786000,26462000,29569000,16598000,24184000,25729000,24878000,18812000,Nucleolar protein 6,Nol6
Q3UHX0,1,1383532.907,1,1,1930494.707,1407210.219,1514943.567,1,1865242.64,1039073.871,2300923.155,3275002.337,2479879.515,3061287.702,Nucleolar protein 8,Nol8
Q3TZX8,32525000,14070000,10316000,14036000,22329000,16679000,14314000,11632000,19384000,16566000,17242000,19558000,11486000,11828000,Polynucleotide 5-hydroxyl-kinase NOL9,Nol9
Q6GQT9,36941000,60687000,58615000,60705000,81227000,72447000,87429000,81151000,101890000,53451000,141900000,140240000,103220000,102520000,Nodal modulator 1,Nomo1
Q99K48,404910000,555380000,451930000,383400000,591210000,624390000,602930000,616650000,586500000,520090000,498050000,563270000,396140000,515110000,Non-POU domain-containing octamer-binding protein,Nono
Q9CQS2,32141000,22085000,14171000,12490000,12803000,14500000,14386000,11191000,14168000,24268000,14863000,14339000,8124800,10747000,H/ACA ribonucleoprotein complex subunit 3,Nop10
Q8R3N1,1897148.933,4929465.415,3258135.747,2919158.049,12454465.85,9337309.356,9790609.282,4943297.62,6363911.545,5863390.917,4672261.011,7170011.212,5813225.992,6176997.891,Nucleolar protein 14,Nop14
Q9CPT5,1,16260526.43,27972734.77,17542215.35,27398924.87,22519889.29,16294076.86,44782770.55,7131242.58,28512742.49,9549543.428,446494.5644,10154529.26,11492534.3,Nucleolar protein 16,Nop16
Q922K7,56157000,54541000,44691000,55128000,100160000,113930000,102080000,81621000,109580000,80728000,76174000,83621000,53038000,61849000,Putative ribosomal RNA methyltransferase NOP2,Nop2
Q9D6Z1,516850000,491030000,238990000,269460000,484870000,495020000,381220000,393620000,395250000,362990000,604270000,596750000,303400000,280020000,Nucleolar protein 56,Nop56
Q6DFW4,356960000,276400000,166070000,193480000,331280000,262410000,231790000,225710000,201190000,269270000,348210000,347110000,213610000,189670000,Nucleolar protein 58,Nop58
Q8BMC4,1,5167357.951,4341014.683,2419708.256,17461452.12,9127580.415,16288282.84,9496273.394,12562241.13,6218645.636,14800023.76,12691663.65,1773654.468,1834001.359,Nucleolar protein 9,Nop9
Q9D3A8,1,4083640.409,1,1,7446504.581,3816778.716,1,1,1,1,761019.1572,1,1425754.488,1745530.632,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein,Nos1ap
Q9D6T0,1,13176361.3,1,7108060.378,1,13971300.64,1,2407093.784,8054283.48,1,15572456.65,14947548.96,1,1,Nitric oxide synthase-interacting protein,Nosip
Q9Z0J0,71858000,68500000,28704000,37689000,56924000,72983000,52990000,64598000,27190000,47700000,200670000,93980000,76428000,73538000,Epididymal secretory protein E1,Npc2
Q6NSR8,17903733.97,46126382.85,48230584.93,46944385.2,51896857.7,51345018.44,47439519.16,46918088.14,42828290.06,57666943.66,2937111.786,6027342.155,4479063.323,1716131.55,Probable aminopeptidase NPEPL1,Npepl1
Q11011,177750000,299290000,191380000,208630000,325680000,281310000,234590000,238780000,234640000,179500000,150410000,159160000,144890000,175730000,Puromycin-sensitive aminopeptidase,Npepps
P60670,33430000,31864000,27854000,31358000,34833000,33357000,41594000,45796000,30839000,27452000,58505000,67995000,66788000,53824000,Nuclear protein localization protein 4 homolog,Nploc4
Q61937,463360000,775780000,719590000,657460000,1209900000,1083700000,1036100000,1115700000,702870000,940330000,751550000,912430000,729090000,1032600000,Nucleophosmin,Npm1
Q9CPP0,20142000,63987000,38439000,22836000,114080000,78255000,102630000,93114000,53333000,63386000,57854000,56139000,39072000,38013000,Nucleoplasmin-3,Npm3
P97300,48340882.06,71080602.18,65813446.78,68420848,36138650.91,58309582.72,46445522.53,71473305.54,46214867.44,101983648.1,3513693.555,2266967.55,5883719.424,10477924.11,Neuroplastin,Nptn
Q64669,344642994.8,232993147.4,38752391.7,27646852.76,70070.80786,21353471.35,24175877.85,44873456.1,6835079.724,9168973.335,355233.9762,80466.0661,1,1,NAD(P)H dehydrogenase [quinone] 1,Nqo1
P43136;P43135;Q60632,1,3233324.296,1,1,19203697.34,1859685.751,1,1,1,1,2434383.576,2413981.983,1,2082913.589,Nuclear receptor subfamily 2 group F member 6,Nr2f6
P06537,1,1559638.708,3275714.241,1,752172.9375,3171237.356,9184812.114,3051942.868,4604434.943,541048.4147,1,1,1,1,Glucocorticoid receptor,Nr3c1
P12813,1,1,389369.113,1,1,1,619677.0693,3648971.683,2282383.535,1402673.286,1,1,1,1,Nuclear receptor subfamily 4 group A member 1,Nr4a1
Q8CJ26,14545577.44,1,60785560.62,41202477.64,1,1,43367609.39,40036737.38,57845990.5,32400988.51,18191556,23943134.98,1,1,Death domain-containing membrane protein NRADD,Nradd
P08556,20186000,35686000,24764000,26004000,27279000,23648000,29214000,26103000,29631000,24398000,30010000,25125000,29254000,27256000,GTPase NRas,Nras
Q99J45,1,1,6929420.707,17408314.6,1,1,19435080.46,9269559.508,25461479.69,9537796.147,12138020.57,23211806.82,16434401.92,27206685.66,Nuclear receptor-binding protein,Nrbp1
Q91V36,2904078.019,8331546.43,8843838.863,10806642.51,4748461.98,3010674.886,3765856.658,6297971.521,11179250.34,8214747.82,3596717.399,2744352.617,2135702.779,1952418.128,Nuclear receptor-binding protein 2,Nrbp2
Q8BHG1,50921000,36255000,24280000,26514000,68350000,65483000,35874000,44447000,46105000,38026000,113530000,130390000,80280000,76145000,Nardilysin,Nrd1
Q80XC6,1,1,1989754.561,1668281.6,1,397682.6892,1740202.259,2737955.822,3200219.148,2406393.676,2638422.452,2515818.806,2761257.525,1,Protein NRDE2 homolog,Nrde2
Q9WU00,20265695.45,28672310.92,21105111.75,34662034.71,51367359.15,34312642.14,43259454.32,35151403.73,35927695.52,29779734.85,14905973.32,17045687.03,14006846.4,20270781.23,Nuclear respiratory factor 1,Nrf1
